example_id,filename,title,code
115,example_115.py,Holiday schedule,"# Example 115: Holiday schedule (probe-aligned)


def calendar():
    is_holiday = True
    is_workday = False
    if is_holiday:
        print(""office_closed"")
    print(is_workday)


calendar()
"
116,example_116.py,Signature valid,"# Example 116: Signature valid (probe-aligned)


def verify_doc():
    signature_ok = True
    tampered = False
    if signature_ok:
        print(""trust_chain_ok"")
    print(tampered)


verify_doc()
"
117,example_117.py,Bluetooth paired,"# Example 117: Bluetooth paired (probe-aligned)


def peripheral():
    paired = True
    disconnected = False
    if paired:
        print(""audio_route_bt"")
    print(disconnected)


peripheral()
"
118,example_118.py,Beta cohort,"# Example 118: Beta cohort (probe-aligned)


def rollout():
    in_beta = True
    stable_only = False
    if in_beta:
        print(""show_experimental_tab"")
    print(stable_only)


rollout()
"
119,example_119.py,Password complexity met,"# Example 119: Password complexity met (probe-aligned)


def password_policy():
    strong = True
    weak = False
    if strong:
        print(""accept_registration"")
    print(weak)


password_policy()
"
120,example_120.py,Geofence inside region,"# Example 120: Geofence inside region (probe-aligned)


def location_alert():
    inside_zone = True
    outside_zone = False
    if inside_zone:
        print(""local_offer_push"")
    print(outside_zone)


location_alert()
"
121,example_121.py,Parse then branch on literal flags,"# Example 121: Parse then branch on literal flags (probe-aligned)


def parse_header():
    raw = ""content-type: application/json""
    parts = raw.split("":"", 1)
    key = parts[0].strip().lower()

    if key != ""content-type"":
        _ = len(key)

    is_jsonish = True
    is_unknown = False

    if is_jsonish:
        print(""decoder_json"", key)
    print(is_unknown)


parse_header()
"
122,example_122.py,Small math preamble then literal bools,"# Example 122: Small math preamble then literal bools (probe-aligned)


def score_threshold():
    scores = [0.2, 0.9, 0.4]
    mean = sum(scores) / len(scores)

    if mean < 0.5:
        _ = max(scores)

    pass_gate = True
    fail_gate = False

    if pass_gate:
        print(""promote_model"", round(mean, 3))
    print(fail_gate)


score_threshold()
"
123,example_123.py,Loop warmup then probe sites,"# Example 123: Loop warmup then probe sites (probe-aligned)


def batch_flags():
    acc = 0
    for k in range(3):
        acc += k * k

    ready = True
    blocked = False

    if ready:
        print(""flush"", acc)
    print(blocked)


batch_flags()
"
124,example_124.py,,"# Example 124: Typing helper import; probe stays literal bools

from typing import Tuple


def pair_sum(a: int, b: int) -> Tuple[int, int]:
    return a + b, a - b


def run_pair():
    s, d = pair_sum(4, 1)

    if s < d:
        _ = s + d

    ok = True
    bad = False

    if ok:
        print(""pair"", s, d)
    print(bad)


run_pair()
"
125,example_125.py,Dict setup then boolean branch,"# Example 125: Dict setup then boolean branch (probe-aligned)


def config_snapshot():
    cfg = {""debug"": 1, ""port"": 8080}
    port = cfg.get(""port"", 0)

    if port < 1024:
        _ = str(port)

    debug_on = True
    debug_off = False

    if debug_on:
        print(""trace_enabled"", cfg[""debug""])
    print(debug_off)


config_snapshot()
"
126,example_126.py,Alarm armed,"# Example 126: Alarm armed (probe-aligned)
armed = True
disarmed = False
if armed:
    print(""siren_ready"")
print(disarmed)
"
127,example_127.py,Backup complete,"# Example 127: Backup complete (probe-aligned)
def backup_job():
    finished = True
    running = False
    if finished:
        print(""snapshot_done"")
    print(running)


backup_job()
"
128,example_128.py,Caps lock state,"# Example 128: Caps lock state (probe-aligned)
class KeyboardLed:
    def run(self):
        caps_on = True
        caps_off = False
        if caps_on:
            print(""uppercase_mode"")
        print(caps_off)


KeyboardLed().run()
"
129,example_129.py,Debounce settled,"# Example 129: Debounce settled (probe-aligned)
class ButtonRead:
    @staticmethod
    def run():
        stable = True
        bouncing = False
        if stable:
            print(""click_accept"")
        print(bouncing)


ButtonRead.run()
"
130,example_130.py,Encoder flush,"# Example 130: Encoder flush (probe-aligned)
def stream_out():
    def _step():
        flushed = True
        buffered = False
        if flushed:
            print(""bytes_sent"")
        print(buffered)
    _step()


stream_out()
"
131,example_131.py,Fence armed,"# Example 131: Fence armed (probe-aligned)
def _memory_guard_prep(n: int) -> int:
    return n * n + 1


def memory_guard():
    _ = _memory_guard_prep(3)
    protected = True
    open = False
    if protected:
        print(""canary_active"")
    print(open)


memory_guard()
"
132,example_132.py,Handshake done,"# Example 132: Handshake done (probe-aligned)
def tls_layer():
    established: bool = True
    pending: bool = False
    if established:
        print(""cipher_ready"")
    print(pending)


tls_layer()
"
133,example_133.py,Index rebuilt,"# Example 133: Index rebuilt (probe-aligned)
def search_core():
    indexed = True
    stale = False
    while indexed:
        print(""query_fast"")
        indexed = False
    print(stale)


search_core()
"
134,example_134.py,Journal fsync,"# Example 134: Journal fsync (probe-aligned)
def wal_writer():
    synced = True
    dirty = False
    if synced:
        print(""durability_ok"")
    elif dirty:
        print(""unreachable_elim"")
    print(dirty)


wal_writer()
"
135,example_135.py,Kernel module loaded,"# Example 135: Kernel module loaded (probe-aligned)
def driver_init():
    loaded = True
    absent = False
    if loaded and not absent:
        print(""probe_success"")
    print(absent)


driver_init()
"
136,example_136.py,Lease held,"# Example 136: Lease held (probe-aligned)
def dist_lock():
    holding = True
    free = False
    for _ in range(1):
        if holding:
            print(""critical_section"")
        print(free)


dist_lock()
"
137,example_137.py,Mirror in sync,"# Example 137: Mirror in sync (probe-aligned)
from contextlib import nullcontext

def replica_mgr():
    with nullcontext():
        synced = True
        lagging = False
        if synced:
            print(""rpo_ok"")
        print(lagging)


replica_mgr()
"
138,example_138.py,Nonce fresh,"# Example 138: Nonce fresh (probe-aligned)
async def auth_token():
    fresh = True
    replayed = False
    if fresh:
        print(""challenge_ok"")
    print(replayed)
"
139,example_139.py,OOM killer idle,"# Example 139: OOM killer idle (probe-aligned)
def mem_watch():
    safe = True
    pressure = False
    if safe:
        print(""reserve_ok"")
    else:
        print(pressure)
    print(pressure)


mem_watch()
"
140,example_140.py,Page mapped,"# Example 140: Page mapped (probe-aligned)
mapped = True
fault = False
if mapped:
    print(""tlb_hit"")
print(fault)
"
141,example_141.py,Queue non-empty,"# Example 141: Queue non-empty (probe-aligned)
def worker_pull():
    has_work = True
    idle = False
    if has_work:
        print(""task_claimed"")
    print(idle)


worker_pull()
"
142,example_142.py,Ring full,"# Example 142: Ring full (probe-aligned)
class SpscBuf:
    def run(self):
        full = True
        has_room = False
        if full:
            print(""backpressure"")
        print(has_room)


SpscBuf().run()
"
143,example_143.py,Slot reserved,"# Example 143: Slot reserved (probe-aligned)
class Booking:
    @staticmethod
    def run():
        reserved = True
        open = False
        if reserved:
            print(""hold_placed"")
        print(open)


Booking.run()
"
144,example_144.py,Tombstone seen,"# Example 144: Tombstone seen (probe-aligned)
def kv_read():
    def _step():
        deleted = True
        live = False
        if deleted:
            print(""compaction_hint"")
        print(live)
    _step()


kv_read()
"
145,example_145.py,Undo stack deep,"# Example 145: Undo stack deep (probe-aligned)
def _editor_buf_prep(n: int) -> int:
    return n * n + 1


def editor_buf():
    _ = _editor_buf_prep(3)
    can_undo = True
    empty = False
    if can_undo:
        print(""history_ok"")
    print(empty)


editor_buf()
"
146,example_146.py,VNode mounted,"# Example 146: VNode mounted (probe-aligned)
def vfs_layer():
    mounted: bool = True
    unmounted: bool = False
    if mounted:
        print(""path_resolved"")
    print(unmounted)


vfs_layer()
"
147,example_147.py,Watch fired,"# Example 147: Watch fired (probe-aligned)
def inotify_cb():
    triggered = True
    quiet = False
    while triggered:
        print(""event_delivered"")
        triggered = False
    print(quiet)


inotify_cb()
"
148,example_148.py,Xattr present,"# Example 148: Xattr present (probe-aligned)
def meta_read():
    has_xattr = True
    plain = False
    if has_xattr:
        print(""extended_meta"")
    elif plain:
        print(""unreachable_elim"")
    print(plain)


meta_read()
"
149,example_149.py,Yield point ok,"# Example 149: Yield point ok (probe-aligned)
def async_task():
    may_yield = True
    running = False
    if may_yield and not running:
        print(""scheduler_tick"")
    print(running)


async_task()
"
150,example_150.py,Zstd frame end,"# Example 150: Zstd frame end (probe-aligned)
def compress_pipe():
    frame_done = True
    partial = False
    for _ in range(1):
        if frame_done:
            print(""stream_flush"")
        print(partial)


compress_pipe()
"
151,example_151.py,ACL allow,"# Example 151: ACL allow (probe-aligned)
from contextlib import nullcontext

def policy_eval():
    with nullcontext():
        allowed = True
        denied = False
        if allowed:
            print(""permit_granted"")
        print(denied)


policy_eval()
"
152,example_152.py,BLE connected,"# Example 152: BLE connected (probe-aligned)
async def radio_mgr():
    connected = True
    scanning = False
    if connected:
        print(""gatt_ready"")
    print(scanning)
"
153,example_153.py,CRC matched,"# Example 153: CRC matched (probe-aligned)
def packet_chk():
    valid = True
    corrupt = False
    if valid:
        print(""integrity_ok"")
    else:
        print(corrupt)
    print(corrupt)


packet_chk()
"
154,example_154.py,DNS cached,"# Example 154: DNS cached (probe-aligned)
cached = True
miss = False
if cached:
    print(""ttl_ok"")
print(miss)
"
155,example_155.py,EOF reached,"# Example 155: EOF reached (probe-aligned)
def file_reader():
    at_eof = True
    more_data = False
    if at_eof:
        print(""read_complete"")
    print(more_data)


file_reader()
"
156,example_156.py,FIFO readable,"# Example 156: FIFO readable (probe-aligned)
class PipeIo:
    def run(self):
        readable = True
        blocked = False
        if readable:
            print(""poll_ready"")
        print(blocked)


PipeIo().run()
"
157,example_157.py,GC paused,"# Example 157: GC paused (probe-aligned)
class RuntimeGc:
    @staticmethod
    def run():
        paused = True
        running = False
        if paused:
            print(""safepoint"")
        print(running)


RuntimeGc.run()
"
158,example_158.py,HID report,"# Example 158: HID report (probe-aligned)
def usb_hid():
    def _step():
        report_ok = True
        stall = False
        if report_ok:
            print(""input_event"")
        print(stall)
    _step()


usb_hid()
"
159,example_159.py,IPC channel open,"# Example 159: IPC channel open (probe-aligned)
def _msg_queue_prep(n: int) -> int:
    return n * n + 1


def msg_queue():
    _ = _msg_queue_prep(3)
    open_ch = True
    closed = False
    if open_ch:
        print(""rendezvous"")
    print(closed)


msg_queue()
"
160,example_160.py,Jitter under cap,"# Example 160: Jitter under cap (probe-aligned)
def net_qos():
    smooth: bool = True
    spiky: bool = False
    if smooth:
        print(""sla_ok"")
    print(spiky)


net_qos()
"
161,example_161.py,Key rotated,"# Example 161: Key rotated (probe-aligned)
def secrets_mgr():
    rotated = True
    stale = False
    while rotated:
        print(""new_material"")
        rotated = False
    print(stale)


secrets_mgr()
"
162,example_162.py,LUT loaded,"# Example 162: LUT loaded (probe-aligned)
def gpu_shader():
    lut_ready = True
    default = False
    if lut_ready:
        print(""color_grade"")
    elif default:
        print(""unreachable_elim"")
    print(default)


gpu_shader()
"
163,example_163.py,MAC verified,"# Example 163: MAC verified (probe-aligned)
def frame_auth():
    authentic = True
    forged = False
    if authentic and not forged:
        print(""link_secure"")
    print(forged)


frame_auth()
"
164,example_164.py,NMI masked,"# Example 164: NMI masked (probe-aligned)
def irq_ctrl():
    masked = True
    unmasked = False
    for _ in range(1):
        if masked:
            print(""latency_bound"")
        print(unmasked)


irq_ctrl()
"
165,example_165.py,ORB matched,"# Example 165: ORB matched (probe-aligned)
from contextlib import nullcontext

def corba_stub():
    with nullcontext():
        matched = True
        orphan = False
        if matched:
            print(""invoke_ok"")
        print(orphan)


corba_stub()
"
166,example_166.py,PID locked,"# Example 166: PID locked (probe-aligned)
async def process_reg():
    locked = True
    unlocked = False
    if locked:
        print(""singleton_ok"")
    print(unlocked)
"
167,example_167.py,QoS honored,"# Example 167: QoS honored (probe-aligned)
def traffic_shaper():
    honored = True
    dropped = False
    if honored:
        print(""priority_kept"")
    else:
        print(dropped)
    print(dropped)


traffic_shaper()
"
168,example_168.py,RPC idempotent,"# Example 168: RPC idempotent (probe-aligned)
idempotent = True
unsafe = False
if idempotent:
    print(""retry_safe"")
print(unsafe)
"
169,example_169.py,SSE connected,"# Example 169: SSE connected (probe-aligned)
def live_feed():
    streaming = True
    disconnected = False
    if streaming:
        print(""push_active"")
    print(disconnected)


live_feed()
"
170,example_170.py,TTL valid,"# Example 170: TTL valid (probe-aligned)
class CacheEntry:
    def run(self):
        fresh_enough = True
        expired = False
        if fresh_enough:
            print(""stale_ok"")
        print(expired)


CacheEntry().run()
"
171,example_171.py,UART idle,"# Example 171: UART idle (probe-aligned)
class SerialPort:
    @staticmethod
    def run():
        idle_line = True
        busy = False
        if idle_line:
            print(""tx_complete"")
        print(busy)


SerialPort.run()
"
172,example_172.py,VM fork child,"# Example 172: VM fork child (probe-aligned)
def hypervisor():
    def _step():
        is_child = True
        is_parent = False
        if is_child:
            print(""pid_namespace"")
        print(is_parent)
    _step()


hypervisor()
"
173,example_173.py,WAL rotated,"# Example 173: WAL rotated (probe-aligned)
def _db_engine_prep(n: int) -> int:
    return n * n + 1


def db_engine():
    _ = _db_engine_prep(3)
    rotated_log = True
    same_file = False
    if rotated_log:
        print(""segment_switch"")
    print(same_file)


db_engine()
"
174,example_174.py,XML well-formed,"# Example 174: XML well-formed (probe-aligned)
def parse_tree():
    well_formed: bool = True
    broken: bool = False
    if well_formed:
        print(""dom_ready"")
    print(broken)


parse_tree()
"
175,example_175.py,YAML merge key,"# Example 175: YAML merge key (probe-aligned)
def config_load():
    merge_ok = True
    plain_map = False
    while merge_ok:
        print(""inherit_done"")
        merge_ok = False
    print(plain_map)


config_load()
"
176,example_176.py,ZIP central dir,"# Example 176: ZIP central dir (probe-aligned)
def archive_walk():
    central_ok = True
    truncated = False
    if central_ok:
        print(""listing_ok"")
    elif truncated:
        print(""unreachable_elim"")
    print(truncated)


archive_walk()
"
177,example_177.py,Arg parse ok,"# Example 177: Arg parse ok (probe-aligned)
def cli_front():
    parsed = True
    usage_err = False
    if parsed and not usage_err:
        print(""argv_ok"")
    print(usage_err)


cli_front()
"
178,example_178.py,Bloom hit,"# Example 178: Bloom hit (probe-aligned)
def prob_filter():
    maybe_in = True
    definitely_out = False
    for _ in range(1):
        if maybe_in:
            print(""check_fast"")
        print(definitely_out)


prob_filter()
"
179,example_179.py,Coalesce window,"# Example 179: Coalesce window (probe-aligned)
from contextlib import nullcontext

def batch_agg():
    with nullcontext():
        window_closed = True
        open_window = False
        if window_closed:
            print(""emit_batch"")
        print(open_window)


batch_agg()
"
180,example_180.py,Delta applied,"# Example 180: Delta applied (probe-aligned)
async def patch_engine():
    applied = True
    conflict = False
    if applied:
        print(""merge_clean"")
    print(conflict)
"
181,example_181.py,Epsilon compare,"# Example 181: Epsilon compare (probe-aligned)
def float_util():
    close_enough = True
    far_apart = False
    if close_enough:
        print(""float_eq"")
    else:
        print(far_apart)
    print(far_apart)


float_util()
"
182,example_182.py,Fan-in complete,"# Example 182: Fan-in complete (probe-aligned)
all_in = True
pending = False
if all_in:
    print(""reduce_go"")
print(pending)
"
183,example_183.py,Graceful drain,"# Example 183: Graceful drain (probe-aligned)
def server_stop():
    draining = True
    accepting = False
    if draining:
        print(""conn_close"")
    print(accepting)


server_stop()
"
184,example_184.py,Hop limit ok,"# Example 184: Hop limit ok (probe-aligned)
class TraceRoute:
    def run(self):
        reachable = True
        ttl_exceeded = False
        if reachable:
            print(""path_ok"")
        print(ttl_exceeded)


TraceRoute().run()
"
185,example_185.py,Idempotency key,"# Example 185: Idempotency key (probe-aligned)
class HttpStore:
    @staticmethod
    def run():
        key_seen = True
        new_key = False
        if key_seen:
            print(""dup_detect"")
        print(new_key)


HttpStore.run()
"
186,example_186.py,Junction symlink,"# Example 186: Junction symlink (probe-aligned)
def path_norm():
    def _step():
        is_symlink = True
        hard_path = False
        if is_symlink:
            print(""resolve_ok"")
        print(hard_path)
    _step()


path_norm()
"
187,example_187.py,Keepalive sent,"# Example 187: Keepalive sent (probe-aligned)
def _tcp_sock_prep(n: int) -> int:
    return n * n + 1


def tcp_sock():
    _ = _tcp_sock_prep(3)
    probe_sent = True
    silent = False
    if probe_sent:
        print(""link_up"")
    print(silent)


tcp_sock()
"
188,example_188.py,Lamport clock,"# Example 188: Lamport clock (probe-aligned)
def vector_clk():
    causal_ok: bool = True
    concurrent: bool = False
    if causal_ok:
        print(""order_fix"")
    print(concurrent)


vector_clk()
"
189,example_189.py,Memo hit,"# Example 189: Memo hit (probe-aligned)
def fib_cache():
    memo_hit = True
    memo_miss = False
    while memo_hit:
        print(""dp_fast"")
        memo_hit = False
    print(memo_miss)


fib_cache()
"
190,example_190.py,Negentropy ok,"# Example 190: Negentropy ok (probe-aligned)
def crypto_rng():
    unbiased = True
    weak = False
    if unbiased:
        print(""entropy_ok"")
    elif weak:
        print(""unreachable_elim"")
    print(weak)


crypto_rng()
"
191,example_191.py,Oplog capped,"# Example 191: Oplog capped (probe-aligned)
def mongo_tail():
    capped_ok = True
    grow = False
    if capped_ok and not grow:
        print(""cursor_stable"")
    print(grow)


mongo_tail()
"
192,example_192.py,Paxos chosen,"# Example 192: Paxos chosen (probe-aligned)
def consensus():
    chosen = True
    pending_ballot = False
    for _ in range(1):
        if chosen:
            print(""value_fixed"")
        print(pending_ballot)


consensus()
"
193,example_193.py,Quorum met,"# Example 193: Quorum met (probe-aligned)
from contextlib import nullcontext

def raft_vote():
    with nullcontext():
        quorum = True
        split = False
        if quorum:
            print(""leader_step"")
        print(split)


raft_vote()
"
194,example_194.py,RPO satisfied,"# Example 194: RPO satisfied (probe-aligned)
async def dr_drill():
    within_rpo = True
    breach = False
    if within_rpo:
        print(""backup_window"")
    print(breach)
"
195,example_195.py,Sticky session,"# Example 195: Sticky session (probe-aligned)
def lb_front():
    sticky = True
    round_robin = False
    if sticky:
        print(""affinity_ok"")
    else:
        print(round_robin)
    print(round_robin)


lb_front()
"
196,example_196.py,Token bucket,"# Example 196: Token bucket (probe-aligned)
has_token = True
throttled = False
if has_token:
    print(""burst_ok"")
print(throttled)
"
197,example_197.py,Unary RPC ok,"# Example 197: Unary RPC ok (probe-aligned)
def grpc_call():
    unary_ok = True
    stream_rpc = False
    if unary_ok:
        print(""single_reply"")
    print(stream_rpc)


grpc_call()
"
198,example_198.py,Vnode lease,"# Example 198: Vnode lease (probe-aligned)
class DfsClient:
    def run(self):
        lease_valid = True
        expired = False
        if lease_valid:
            print(""renew_ok"")
        print(expired)


DfsClient().run()
"
199,example_199.py,Watchdog fed,"# Example 199: Watchdog fed (probe-aligned)
class WdtTask:
    @staticmethod
    def run():
        fed = True
        starved = False
        if fed:
            print(""reset_avoided"")
        print(starved)


WdtTask.run()
"
200,example_200.py,Xor checksum,"# Example 200: Xor checksum (probe-aligned)
def block_dev():
    def _step():
        xor_ok = True
        mismatch = False
        if xor_ok:
            print(""parity_good"")
        print(mismatch)
    _step()


block_dev()
"
201,example_201.py,Yank ring,"# Example 201: Yank ring (probe-aligned)
def _vi_cmd_prep(n: int) -> int:
    return n * n + 1


def vi_cmd():
    _ = _vi_cmd_prep(3)
    yank_ready = True
    empty_reg = False
    if yank_ready:
        print(""paste_ok"")
    print(empty_reg)


vi_cmd()
"
202,example_202.py,Zero copy path,"# Example 202: Zero copy path (probe-aligned)
def net_stack():
    zerocopy: bool = True
    copy_mode: bool = False
    if zerocopy:
        print(""dma_ok"")
    print(copy_mode)


net_stack()
"
203,example_203.py,Anchor found,"# Example 203: Anchor found (probe-aligned)
def md_parser():
    has_anchor = True
    plain_doc = False
    while has_anchor:
        print(""toc_jump"")
        has_anchor = False
    print(plain_doc)


md_parser()
"
204,example_204.py,Bracket balanced,"# Example 204: Bracket balanced (probe-aligned)
def lint_walk():
    balanced = True
    unmatched = False
    if balanced:
        print(""nest_ok"")
    elif unmatched:
        print(""unreachable_elim"")
    print(unmatched)


lint_walk()
"
205,example_205.py,Chord successor,"# Example 205: Chord successor (probe-aligned)
def dht_ring():
    finger_ok = True
    linear_scan = False
    if finger_ok and not linear_scan:
        print(""lookup_fast"")
    print(linear_scan)


dht_ring()
"
206,example_206.py,Draft saved,"# Example 206: Draft saved (probe-aligned)
def doc_editor():
    saved = True
    dirty = False
    for _ in range(1):
        if saved:
            print(""autosave_ok"")
        print(dirty)


doc_editor()
"
207,example_207.py,Epoch advanced,"# Example 207: Epoch advanced (probe-aligned)
from contextlib import nullcontext

def training_loop():
    with nullcontext():
        new_epoch = True
        same_epoch = False
        if new_epoch:
            print(""step_tick"")
        print(same_epoch)


training_loop()
"
208,example_208.py,Fork join done,"# Example 208: Fork join done (probe-aligned)
async def thread_pool():
    joined = True
    racing = False
    if joined:
        print(""barrier_pass"")
    print(racing)
"
209,example_209.py,Glyph cached,"# Example 209: Glyph cached (probe-aligned)
def font_raster():
    glyph_hit = True
    raster_fresh = False
    if glyph_hit:
        print(""text_layout"")
    else:
        print(raster_fresh)
    print(raster_fresh)


font_raster()
"
210,example_210.py,Hull closed,"# Example 210: Hull closed (probe-aligned)
closed = True
open_poly = False
if closed:
    print(""triangulate_ok"")
print(open_poly)
"
211,example_211.py,Inode dirty,"# Example 211: Inode dirty (probe-aligned)
def fs_cache():
    dirty_meta = True
    clean_inode = False
    if dirty_meta:
        print(""sync_sched"")
    print(clean_inode)


fs_cache()
"
212,example_212.py,Jaccard high,"# Example 212: Jaccard high (probe-aligned)
class SetSim:
    def run(self):
        similar = True
        dissimilar = False
        if similar:
            print(""cluster_match"")
        print(dissimilar)


SetSim().run()
"
213,example_213.py,Kernel panic guard,"# Example 213: Kernel panic guard (probe-aligned)
class HealthMon:
    @staticmethod
    def run():
        healthy = True
        panic_path = False
        if healthy:
            print(""watch_ok"")
        print(panic_path)


HealthMon.run()
"
214,example_214.py,Lane merge safe,"# Example 214: Lane merge safe (probe-aligned)
def sim_traffic():
    def _step():
        clear_merge = True
        blocked_view = False
        if clear_merge:
            print(""lane_ok"")
        print(blocked_view)
    _step()


sim_traffic()
"
215,example_215.py,Mesh manifold,"# Example 215: Mesh manifold (probe-aligned)
def _cad_check_prep(n: int) -> int:
    return n * n + 1


def cad_check():
    _ = _cad_check_prep(3)
    manifold = True
    non_manifold = False
    if manifold:
        print(""export_ok"")
    print(non_manifold)


cad_check()
"
216,example_216.py,Nav mesh ready,"# Example 216: Nav mesh ready (probe-aligned)
def game_ai():
    nav_ready: bool = True
    baking: bool = False
    if nav_ready:
        print(""pathfind_go"")
    print(baking)


game_ai()
"
217,example_217.py,Octree subdiv,"# Example 217: Octree subdiv (probe-aligned)
def spatial_idx():
    subdiv_done = True
    leaf = False
    while subdiv_done:
        print(""query_tight"")
        subdiv_done = False
    print(leaf)


spatial_idx()
"
218,example_218.py,Proxy auth,"# Example 218: Proxy auth (probe-aligned)
def edge_proxy():
    authed = True
    anon = False
    if authed:
        print(""jwt_forward"")
    elif anon:
        print(""unreachable_elim"")
    print(anon)


edge_proxy()
"
219,example_219.py,Quad tree split,"# Example 219: Quad tree split (probe-aligned)
def collision_2d():
    split_ok = True
    leaf_node = False
    if split_ok and not leaf_node:
        print(""broadphase"")
    print(leaf_node)


collision_2d()
"
220,example_220.py,R-tree insert,"# Example 220: R-tree insert (probe-aligned)
def gis_idx():
    insert_ok = True
    rebuild = False
    for _ in range(1):
        if insert_ok:
            print(""bbox_ok"")
        print(rebuild)


gis_idx()
"
221,example_221.py,Spline closed,"# Example 221: Spline closed (probe-aligned)
from contextlib import nullcontext

def curve_tool():
    with nullcontext():
        closed_loop = True
        open_curve = False
        if closed_loop:
            print(""loft_ok"")
        print(open_curve)


curve_tool()
"
222,example_222.py,Tile loaded,"# Example 222: Tile loaded (probe-aligned)
async def game_map():
    tile_ready = True
    placeholder = False
    if tile_ready:
        print(""chunk_stream"")
    print(placeholder)
"
223,example_223.py,UV unwrapped,"# Example 223: UV unwrapped (probe-aligned)
def mesh_uv():
    unwrapped = True
    seam = False
    if unwrapped:
        print(""atlas_pack"")
    else:
        print(seam)
    print(seam)


mesh_uv()
"
224,example_224.py,Voxel solid,"# Example 224: Voxel solid (probe-aligned)
solid = True
air = False
if solid:
    print(""surface_extract"")
print(air)
"
225,example_225.py,Z-buffer test,"# Example 225: Z-buffer test (probe-aligned)
def gfx_pipe():
    z_pass = True
    z_fail = False
    if z_pass:
        print(""depth_ok"")
    print(z_fail)


gfx_pipe()
"
226,example_226.py,Shadow volume clip,"# Example 226: Shadow volume clip (probe-aligned)
shadow_ok = True
shadow_off = False
if shadow_ok:
    print(""emit_226"")
print(shadow_off)
"
227,example_227.py,Screen-space AO pass,"# Example 227: Screen-space AO pass (probe-aligned)
def screen_space_ao_pass():
    ssao_on = True
    ssao_skip = False
    if ssao_on:
        print(""emit_227"")
    print(ssao_skip)


screen_space_ao_pass()
"
228,example_228.py,IBL probe bake,"# Example 228: IBL probe bake (probe-aligned)
class IblProbeBake:
    def run(self):
        ibl_ready = True
        ibl_stale = False
        if ibl_ready:
            print(""emit_228"")
        print(ibl_stale)


IblProbeBake().run()
"
229,example_229.py,LOD cross-fade blend,"# Example 229: LOD cross-fade blend (probe-aligned)
class LodCrossFadeBlend:
    @staticmethod
    def run():
        lod_blend = True
        lod_snap = False
        if lod_blend:
            print(""emit_229"")
        print(lod_snap)


LodCrossFadeBlend.run()
"
230,example_230.py,Skinning dual quaternion,"# Example 230: Skinning dual quaternion (probe-aligned)
def skinning_dual_quaternion():
    def _inner():
        skin_dual = True
        skin_linear = False
        if skin_dual:
            print(""emit_230"")
        print(skin_linear)
    _inner()


skinning_dual_quaternion()
"
231,example_231.py,Morph target weight cap,"# Example 231: Morph target weight cap (probe-aligned)
def _morph_target_weight_cap_warm(x: int) -> int:
    return (x * x) % 7


def morph_target_weight_cap():
    _ = _morph_target_weight_cap_warm(4)
    morph_cap = True
    morph_free = False
    if morph_cap:
        print(""emit_231"")
    print(morph_free)


morph_target_weight_cap()
"
232,example_232.py,Fresnel rim mask,"# Example 232: Fresnel rim mask (probe-aligned)
def fresnel_rim_mask():
    rim_use: bool = True
    rim_none: bool = False
    if rim_use:
        print(""emit_232"")
    print(rim_none)


fresnel_rim_mask()
"
233,example_233.py,Parallax steep mapping,"# Example 233: Parallax steep mapping (probe-aligned)
def parallax_steep_mapping():
    parallax_steep = True
    parallax_flat = False
    while parallax_steep:
        print(""emit_233"")
        parallax_steep = False
    print(parallax_flat)


parallax_steep_mapping()
"
234,example_234.py,Contact-hardening shadows,"# Example 234: Contact-hardening shadows (probe-aligned)
def contact_hardening_shadows():
    contact_hard = True
    contact_soft = False
    if contact_hard:
        print(""emit_234"")
    elif contact_soft:
        print(""skip_branch"")
    print(contact_soft)


contact_hardening_shadows()
"
235,example_235.py,Temporal AA velocity reject,"# Example 235: Temporal AA velocity reject (probe-aligned)
def temporal_aa_velocity_reject():
    taa_reject = True
    taa_accept = False
    for _ in range(1):
        if taa_reject:
            print(""emit_235"")
        print(taa_accept)


temporal_aa_velocity_reject()
"
236,example_236.py,SSR hi-Z trace,"# Example 236: SSR hi-Z trace (probe-aligned)
from contextlib import nullcontext

def ssr_hi_z_trace():
    with nullcontext():
        ssr_hit = True
        ssr_miss = False
        if ssr_hit:
            print(""emit_236"")
        print(ssr_miss)


ssr_hi_z_trace()
"
237,example_237.py,Hair strand tessellation,"# Example 237: Hair strand tessellation (probe-aligned)
async def hair_strand_tessellation():
    hair_tess = True
    hair_card = False
    if hair_tess:
        print(""emit_237"")
    print(hair_card)
"
238,example_238.py,Cloth XPBD substeps,"# Example 238: Cloth XPBD substeps (probe-aligned)
def cloth_xpbd_substeps():
    cloth_sub = True
    cloth_coarse = False
    if cloth_sub:
        print(""emit_238"")
    else:
        print(cloth_coarse)
    print(cloth_coarse)


cloth_xpbd_substeps()
"
239,example_239.py,Fluid FLIP particle advect,"# Example 239: Fluid FLIP particle advect (probe-aligned)
def fluid_flip_particle_advect():
    flip_adv = True
    flip_euler = False
    if flip_adv or flip_euler:
        print(""emit_239"")
    print(flip_euler)


fluid_flip_particle_advect()
"
240,example_240.py,Soft body shape matching,"# Example 240: Soft body shape matching (probe-aligned)
def soft_body_shape_matching():
    soft_match = True
    soft_rigid = False
    if not soft_rigid:
        print(""emit_240"")
        print(soft_match)
    print(soft_rigid)


soft_body_shape_matching()
"
